PROMPT,ASW_A_and_H_Drywall_0E794834-3324-4B2B-9139-C4D2ABFC21CF.xml,ASW_Arkel_Constructors_LLC_666D03EE-ED12-4DB5-8C02-F31D2254A4C9.xml,ASW_Boltex_Manufacturing_C5E495FF-CC7F-499A-BEFA-2600787D7EF9.xml,ASW_Challenger_Growth_Equities_AB262040-FD79-4A32-B88F-A7B3A9A62BB7.xml,ASW_Chamberlin_Central_Service_2FA1D8CB-61DA-4FAF-B045-BAD99335510A.xml,ASW_D_and_J_Construction_36B9E4FD-5399-425D-A348-D690D3826A3F.xml,"ASW_Gulf_Safety_Products,_Inc_D4F37D0A-E964-4606-BCFD-1329AB66FB98.xml",ASW_Heggem-Lundquist_F27AF482-3F6D-4102-9144-29C13FF7E856.xml,"ASW_Highway_Graphics,_LLC._210AC5A1-87A1-4041-99D7-4E53BB2DCB3E.xml","ASW_Huval_And_Associates,_Inc._E21FF117-0F75-41D3-8996-8E4D71F41468.xml",ASW_J_B_James_Construction_A6261543-43E9-43BA-A5EF-CFA4883662F3.xml,ASW_Letsos_Company_961F6159-AFC2-4424-8580-78724531D617.xml,"ASW_Lincoln_Builders,_Inc._72CCAF54-6B9E-402A-BE9E-2F1860135056.xml",ASW_McConaughy_and_Sarkissian_6FD263B8-6D5F-4408-8DDB-623AD7EDB522.xml,ASW_McCullough_Consulting_LLC_5C807A43-B477-4496-A8C0-D16F0666D5BC.xml,"ASW_Nemmer_Electric,_Inc_E3C5E877-2A89-48D1-AD99-A5D9C1DCA23A.xml",ASW_Phylway_Construction_LLC_E4FC90B5-B8BD-41C8-8434-F6CEAAF99D92.xml,"ASW_Prairie_Contractors,_L.L.C_C96E2335-DB38-498E-9BAD-C1D07982ABF9.xml","ASW_Raven_Mechanical,_LP_6D83D5C2-E513-4A91-BE3D-5FD92D79B60F.xml","ASW_River_City_Ready_Mix,_LLC_AA5D5983-0666-4378-8530-908FDE1DEF3D.xml",ASW_Service_Contracting_5BEC82CC-C353-47FB-AD4C-8486E39FC620.xml,ASW_Shipman_Building_Service_9948EA37-6446-4602-8BD2-5541188E8170.xml,"ASW_Sprint_Transport,_LLC_56ABB34D-E843-4FA0-A775-CAD29136FD00.xml",ASW_The_Art_of_Concrete_2CF95C3D-6436-40FF-8D1C-22D7E2E35551.xml,ASW_W.L._Bass_Construction_5E959B2C-B5F7-4219-B9D8-65CA63D980DD.xml
Vesting Schedule?,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1-25 (0=0, 1=25, 2=50, 3=75, 4=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","1 Yr/50 (0=0, 1=50, 2=100)"
Please describe your Vesting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,
What are the Allocation Conditions?,Other,Other,Other,None,Other,Other,Other,None,Other,Other,None,Other,Other,Other,None,Other,Other,None,Other,None,None,Other,Other,Other,None
Please describe your Allocation Conditions,"If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here.","If 'Other' is selected in page 6740 seq 62, enter Allocation Conditions here."
Allocation is waived for termination as a result of,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement,NA or Retirement
Will forfeitures be used to pay Plan expenses?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeitures be used to reallocate?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will forfeiture money be used to reduce the employers contributions?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeiture be used for this same contribution source or all employer monies?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Additional Frozen Money Types?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Is the additional Frozen Money Type an Employer Money Type?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Money type,,,,,,,,,,,,,,,,,,,,,,,,,
Money type description,,,,,,,,,,,,,,,,,,,,,,,,,
Will the participants be restricted from directing how this money type is invested?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Vesting Schedule?,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1-25 (0=0, 1=25, 2=50, 3=75, 4=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","1 Yr/50 (0=0, 1=50, 2=100)"
Please describe your Vesting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,
Will forfeitures be used to pay Plan expenses?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeitures be used to reallocate?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will forfeiture money be used to reduce the employers contributions?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeiture be used for this same contribution source or all employer monies?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Are there any more Additional Frozen Money Types?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Is the additional Frozen Money Type an Employer Money Type?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Money type,,,,,,,,,,,,,,,,,,,,,,,,,
Money type description,,,,,,,,,,,,,,,,,,,,,,,,,
Will the participants be restricted from directing how this money type is invested?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Vesting Schedule?,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1-25 (0=0, 1=25, 2=50, 3=75, 4=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","1 Yr/50 (0=0, 1=50, 2=100)"
Please describe your Vesting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,
Will forfeitures be used to pay Plan expenses?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeitures be used to reallocate?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will forfeiture money be used to reduce the employers contributions?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeiture be used for this same contribution source or all employer monies?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Are there any more Additional Frozen Money Types?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Is the additional Frozen Money Type an Employer Money Type?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Money type,,,,,,,,,,,,,,,,,,,,,,,,,
Money type description,,,,,,,,,,,,,,,,,,,,,,,,,
Will the participants be restricted from directing how this money type is invested?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Vesting Schedule?,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1-25 (0=0, 1=25, 2=50, 3=75, 4=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1 Yr/50 (0=0, 1=50, 2=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","1 Yr/50 (0=0, 1=50, 2=100)"
Please describe your Vesting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,
Will forfeitures be used to pay Plan expenses?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeitures be used to reallocate?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will forfeiture money be used to reduce the employers contributions?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Will forfeiture be used for this same contribution source or all employer monies?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What is the eligibility computation method?,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual
"What are the minimum service hours required to become eligible to participate in the plan? <b style=""color:red"">Select Elapsed Time eligibility computation method above if only using 1 Actual Hour.<b>",,,,,,,,,,,,,,,,,,,,,,,,,
What is the Plan's entry date for contributions?,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual
What is the Plan's Prospective entry date?,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",If Immediate = Immediate,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",If Immediate = Immediate,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",If Immediate = Immediate,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",If Immediate = Immediate,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",If Immediate = Immediate,"All others except immediate: Next following, Coinciding with or next following",If Immediate = Immediate,If Immediate = Immediate,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",If Immediate = Immediate
What is the Plan's Eligibility Computation Period?,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year
What is the minimum age condition for eligibility for contributions?,,,,,,,,,,,,18,,,,Eighteen (18),,,,,Eighteen (18),,,twenty (20),Twenty (20)
Does the Plan have a service condition for eligibility for contributions?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
What is the service requirement for eligibility?,,,,,,,,90,,,,,,,,,,,,,,3,,,
Will the Plan waive the eligibility requirement on the Plan effective date?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will the Plan waive the eligibility requirement on an Alternate effective date?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What service is waived for purpose of eligibility?,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age
What date will service be waived?,,,,,,,,,,,,,,,,,,,,,,,,,
Do you have any Money Types with different eligibility rules?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Which money types does the eligibility questions below apply?,,,,,,,,,,,,,,,,,,,,,,,,,
What is the eligibility computation method?,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual
"What are the minimum service hours required to become eligible to participate in the plan? <b style=""color:red"">Select Elapsed Time eligibility computation method above if only using 1 Actual Hour.<b>",Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable,Number of hours; if applicable
What is the Plan's entry date for Plan Selections made above?,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual
What is the Plan's Prospective entry date?,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:
What is the Plan's Eligibility Computation Period?,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year
What is the minimum age condition for eligibility for Plan Selections made above?,,,,,,,,,,,,18,,,,Eighteen (18),,,,,Eighteen (18),,,twenty (20),Twenty (20)
Does the Plan have a service condition for eligibility for Plan Selections made above?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What is the service requirement for eligibility?,,,,,,,,90,,,,,,,,,,,,,,3,,,
Will the Plan waive the eligibility requirement on the Plan effective date?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will the Plan waive the eligibility requirement on an Alternate effective date?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What service is waived for purpose of eligibility?,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age
What date will service be waived?,,,,,,,,,,,,,,,,,,,,,,,,,
Do you have any money types with different eligibility rules?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Which money types does this apply to?,,,,,,,,,,,,,,,,,,,,,,,,,
What is the eligibility computation method?,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual
"What are the minimum service hours required to become eligible to participate in the plan? <b style=""color:red"">Select Elapsed Time eligibility computation method above if only using 1 Actual Hour.<b>",,,,,,,,,,,,,,,,,,,,,,,,,
What is the Plan's entry date for Plan Selections made above?,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual,Annual
What is the Plan's Prospective entry date?,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:,Pertains to the question above:,"All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following","All others except immediate: Next following, Coinciding with or next following",Pertains to the question above:
What is the Plan's Prospective or Retroactive entry date?,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following,Next following
What is the Plan's Eligibility Computation Period?,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year,Plan Year
What is the minimum age condition for eligibility for Plan Selections made above?,,,,,,,,,,,,18,,,,Eighteen (18),,,,,Eighteen (18),,,twenty (20),Twenty (20)
Does the Plan have a service condition for eligibility for Plan Selections made above?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What is the service requirement for eligibility?,,,,,,,,90,,,,,,,,,,,,,,3,,,
Will the Plan waive the eligibility requirement on the Plan effective date?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will the Plan waive the eligibility requirement on an Alternate effective date?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What service is waived for purpose of eligibility?,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age
What date will service be waived?,,,,,,,,,,,,,,,,,,,,,,,,,
How often are match contributions made?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
What percentage of deferral does employer match?,100,What is percentage for employer contribution?:,,One Hundred (100),100,What is percentage for employer contribution?:,One Hundred (100),,What is percentage for employer contribution?:,,,,,,One Hundred (100),What is percentage for employer contribution?:,,What is percentage for employer contribution?:,One Hundred (100),What is percentage for employer contribution?:,One Hundred (100),What is percentage for employer contribution?:,,,One Hundred (100)
Up to what percentage of compensation?,4,Up to what percentage of compensation?,,Four (4),4,Up to what percentage of compensation?,Four (4),,Up to what percentage of compensation?,,,,,,Six (6),Up to what percentage of compensation?,,Up to what percentage of compensation?,Four (4),Up to what percentage of compensation?,Four (4),Up to what percentage of compensation?,,,Four (4)
Does match formula contain another tier?,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
